N,kappa,Om,aO,reGa,imGa,psi,ok
5,1.0635451505016722,1.9586405327998084,3318.927437301333,-0.5179204265241186,-0.06163297890978273,0.11900086529395186,True
5,0.43645484949832775,2.278789395050124,13789.594667512616,-0.2868844074210853,-0.011652320872521682,0.040616780037886664,True
5,0.43645484949832775,2.2710719029475004,28976.45287172068,-0.2903423140149143,-0.011785613749304775,0.04059213273577262,True
5,0.6270903010033445,1.5131689332289575,-61.85116867840623,0.6115051736646556,-0.11784673960389026,0.19271585046068054,True
5,0.6270903010033445,1.5210667596453322,-151.64811728307637,0.6508809983576291,-0.1321244671257333,0.20299327751021085,True
5,0.7023411371237458,2.608609725914197,38800.959782836486,-0.2639699224709783,-0.01628468545169029,0.06169144309795629,True
5,0.7023411371237458,2.6058611037519173,52296.35480183958,-0.26558149109381013,-0.016681872266859993,0.0628126312498469,True
5,0.29096989966555187,1.637544811700396,1895.833721332618,-0.7153117249992376,-0.056160633821763256,0.07851211137609007,True
5,0.29096989966555187,1.632253565357449,2633.4308012132547,-0.7247170901889617,-0.05748721293173594,0.07932366120515635,True
5,1.3846153846153846,1.370532369777135,-547.2235609982334,0.053701709275427445,-0.08038823306756573,1.49693993268012,True
5,1.3846153846153846,1.3740310070124613,-749.4534885355008,0.06261164846445333,-0.07952767001131607,1.270173713066611,True
5,0.1806020066889632,1.245899962662285,96.69493322705947,-3.978625431383684,-0.978077244383821,0.24583295443413128,True
5,0.1806020066889632,1.2340149778037943,-23.494200429227675,-4.664767051850734,-1.466956668733187,0.3144758682325146,False
5,0.2508361204013378,1.1169333915336674,-43.980444211499936,1.535254842011569,-0.1953853905167967,0.1272657705875025,True
5,0.2508361204013378,1.1230875969623177,-155.59663896283493,1.6010372005620725,-0.21435389777583436,0.1338843955034784,True
5,0.4665551839464883,1.6180874894019048,1359.1263788081953,-1.197927151785539,-0.10365545194136326,0.08652901120645136,True
5,0.4665551839464883,1.6149016883648013,1732.6305484594018,-1.2164873939244063,-0.10705665949111273,0.08800474219937977,True
5,0.7625418060200669,2.177906357927212,16069.210428359958,-0.40576963881768735,-0.014323735883067028,0.035300166677829474,True
5,0.7625418060200669,2.173281997621877,30817.520946513356,-0.40943377085256394,-0.01457749604921613,0.035604039253678096,True
5,0.1705685618729097,1.564869717782315,3826.829902731088,-0.8924784096886536,-0.04306355101954504,0.048251644579915404,True
5,0.1705685618729097,1.560403880766218,7343.557913314092,-0.9040827645452791,-0.04406128182237421,0.048735894046752944,True
5,0.5719063545150502,2.3361850150938124,16405.62248326205,-0.2860101746890963,-0.014144653019880785,0.04945506933540581,True
5,0.5719063545150502,2.3321980732450798,22908.161639989543,-0.28759414325162536,-0.014279394465841255,0.04965120048827891,True
5,1.12876254180602,1.5111113485249246,-281.7236631535991,-0.103066397838831,-0.13919377249456885,1.3505252479302872,False
5,1.12876254180602,1.5203771422488588,-595.620608390135,-0.06962267817704795,-0.1307052620889649,1.8773374640456397,False
5,0.47157190635451507,2.0423963128962117,3283.7325546264397,-0.46614777087026266,-0.029393947514817304,0.06305714486189867,True
5,0.47157190635451507,2.032925282310212,6142.775456163818,-0.4768707987580696,-0.030242938473367835,0.06341956469578452,True
5,0.7073578595317725,2.4084388457220727,10134.570660147447,-0.3429583898223749,-0.026695828982609235,0.07783984814144813,True
5,0.7073578595317725,2.403453490173488,14459.22790397347,-0.3473352509276624,-0.02724211125498252,0.07843174910183846,True
5,0.8327759197324415,2.6677183013537733,12426.231600937143,-0.286737613233347,-0.01730125888278841,0.06033829565536856,True
5,0.8327759197324415,2.663813477944781,15959.977324975227,-0.2890381684360853,-0.01771780941735237,0.061299203192502545,True
