J,fd,F,code,kind
5.0,-50.851878703092424,177.80399400122351,0,real
5.0,-50.851878703092424,178.59387786017064,0,real
5.0,-50.851878703092424,179.38376171911776,0,real
5.0,-50.851878703092424,180.17364557806485,0,real
5.0,-50.851878703092424,180.96352943701197,0,real
5.0,-50.851878703092424,181.7534132959591,0,real
5.0,-50.851878703092424,182.5432971549062,0,real
5.0,-50.851878703092424,183.3331810138533,0,real
5.0,-50.851878703092424,184.12306487280043,0,real
5.0,-50.851878703092424,184.91294873174755,0,real
5.0,-50.851878703092424,185.70283259069467,0,real
5.0,-50.851878703092424,186.49271644964176,0,real
5.0,-50.851878703092424,187.28260030858888,0,real
5.0,-50.851878703092424,188.072484167536,0,real
5.0,-50.851878703092424,188.86236802648313,0,real
5.0,-50.851878703092424,189.65225188543022,0,real
5.0,-50.851878703092424,190.44213574437734,0,real
5.0,-50.851878703092424,191.23201960332446,0,real
5.0,-50.851878703092424,192.02190346227155,0,real
5.0,-50.851878703092424,192.81178732121867,0,real
5.0,-50.82867870309242,179.38962223316676,0,real
5.0,-50.82867870309242,179.91553062203027,0,real
5.0,-50.82867870309242,180.44143901089382,0,real
5.0,-50.82867870309242,180.96734739975733,0,real
5.0,-50.82867870309242,181.49325578862084,0,real
5.0,-50.82867870309242,182.01916417748438,0,real
5.0,-50.82867870309242,182.5450725663479,0,real
5.0,-50.82867870309242,183.0709809552114,0,real
5.0,-50.82867870309242,183.59688934407495,0,real
5.0,-50.82867870309242,184.12279773293847,0,real
5.0,-50.82867870309242,184.64870612180198,0,real
5.0,-50.82867870309242,185.17461451066552,0,real
5.0,-50.82867870309242,185.70052289952903,0,real
5.0,-50.82867870309242,186.22643128839255,0,real
5.0,-50.82867870309242,186.7523396772561,0,real
5.0,-50.82867870309242,187.2782480661196,0,real
5.0,-50.82867870309242,187.80415645498312,0,real
5.0,-50.82867870309242,188.33006484384666,0,real
5.0,-50.82867870309242,188.85597323271017,0,real
5.0,-50.82867870309242,189.38188162157368,0,real
5.0,-50.82867870309242,189.90779001043722,0,real
5.0,-50.82867870309242,190.43369839930074,0,real
5.0,-50.805478703092426,182.46944154522515,0,real
5.0,-50.805478703092426,182.757781652949,0,real
5.0,-50.805478703092426,183.04612176067286,0,real
5.0,-50.805478703092426,183.33446186839672,0,real
5.0,-50.805478703092426,183.62280197612057,0,real
5.0,-50.805478703092426,183.91114208384442,0,real
5.0,-50.805478703092426,184.19948219156828,0,real
5.0,-50.805478703092426,184.48782229929213,0,real
5.0,-50.805478703092426,184.776162407016,0,real
5.0,-50.805478703092426,185.06450251473984,0,real
5.0,-50.805478703092426,185.3528426224637,0,real
5.0,-50.805478703092426,185.64118273018752,0,real
5.0,-50.805478703092426,185.92952283791138,0,real
5.0,-50.805478703092426,186.21786294563523,0,real
5.0,-50.805478703092426,186.5062030533591,0,real
5.0,-50.805478703092426,186.79454316108294,0,real
5.0,-50.805478703092426,187.0828832688068,0,real
5.0,-50.805478703092426,187.37122337653065,0,real
5.0,-50.805478703092426,187.6595634842545,0,real
5.0,-50.805478703092426,187.94790359197836,0,real
5.0,-50.805478703092426,188.23624369970221,0,real
5.0,-50.805478703092426,188.52458380742607,0,real
5.0,-50.78227870309242,185.30594233072924,0,Hopf
5.0,-50.78227870309242,185.40094352321412,0,Hopf
5.0,-50.78227870309242,185.495944715699,0,real
5.0,-50.78227870309242,185.5909459081839,0,real
5.0,-50.78227870309242,185.68594710066878,0,real
5.0,-50.78227870309242,185.78094829315367,0,real
5.0,-50.78227870309242,185.87594948563856,0,real
