kappa,beta_1,branch,omega_cusp,F_cusp,y_cusp,alpha,beta
0.140000,1.403333,2,1.323428,1.493445e-01,2.720476e-01,-4.294952e-01,2.479691e-01
0.140000,1.500000,2,1.323428,1.444522e-01,2.545157e-01,-4.294952e-01,2.479691e-01
0.150000,0.050000,0,1.081828,4.307213e-02,1.096756e+00,-6.169253e-02,3.561820e-02
0.150000,0.146667,0,1.081828,2.514871e-02,3.738941e-01,-6.169253e-02,3.561820e-02
0.150000,0.243333,0,1.081828,1.952453e-02,2.253608e-01,-6.169253e-02,3.561820e-02
0.150000,0.340000,0,1.081828,1.651741e-02,1.612876e-01,-6.169253e-02,3.561820e-02
0.150000,0.436667,0,1.081828,1.457493e-02,1.255827e-01,-6.169253e-02,3.561820e-02
0.150000,0.533333,0,1.081828,1.318809e-02,1.028209e-01,-6.169253e-02,3.561820e-02
0.150000,0.630000,0,1.081828,1.213420e-02,8.704413e-02,-6.169253e-02,3.561820e-02
0.150000,0.726667,0,1.081828,1.129832e-02,7.546486e-02,-6.169253e-02,3.561820e-02
0.150000,0.823333,0,1.081828,1.061435e-02,6.660462e-02,-6.169253e-02,3.561820e-02
0.150000,0.920000,0,1.081828,1.004124e-02,5.960631e-02,-6.169253e-02,3.561820e-02
0.150000,1.016667,0,1.081828,9.551951e-03,5.393882e-02,-6.169253e-02,3.561820e-02
0.150000,1.113333,0,1.081828,9.127856e-03,4.925551e-02,-6.169253e-02,3.561820e-02
0.150000,1.210000,0,1.081828,8.755656e-03,4.532050e-02,-6.169253e-02,3.561820e-02
0.150000,1.306667,0,1.081828,8.425564e-03,4.196770e-02,-6.169253e-02,3.561820e-02
0.150000,1.403333,0,1.081828,8.130195e-03,3.907682e-02,-6.169253e-02,3.561820e-02
0.150000,1.500000,0,1.081828,7.863860e-03,3.655853e-02,-6.169253e-02,3.561820e-02
0.150000,0.050000,1,1.300447,1.695964e+00,1.269376e+01,-7.140240e-01,4.122418e-01
0.150000,0.146667,1,1.300447,9.902295e-01,4.327418e+00,-7.140240e-01,4.122418e-01
0.150000,0.243333,1,1.300447,7.687777e-01,2.608307e+00,-7.140240e-01,4.122418e-01
0.150000,0.340000,1,1.300447,6.503724e-01,1.866729e+00,-7.140240e-01,4.122418e-01
0.150000,0.436667,1,1.300447,5.738872e-01,1.453484e+00,-7.140240e-01,4.122418e-01
0.150000,0.533333,1,1.300447,5.192807e-01,1.190040e+00,-7.140240e-01,4.122418e-01
0.150000,0.630000,1,1.300447,4.777837e-01,1.007441e+00,-7.140240e-01,4.122418e-01
0.150000,0.726667,1,1.300447,4.448709e-01,8.734238e-01,-7.140240e-01,4.122418e-01
0.150000,0.823333,1,1.300447,4.179398e-01,7.708761e-01,-7.140240e-01,4.122418e-01
0.150000,0.920000,1,1.300447,3.953736e-01,6.898782e-01,-7.140240e-01,4.122418e-01
0.150000,1.016667,1,1.300447,3.761078e-01,6.242832e-01,-7.140240e-01,4.122418e-01
0.150000,1.113333,1,1.300447,3.594090e-01,5.700790e-01,-7.140240e-01,4.122418e-01
0.150000,1.210000,1,1.300447,3.447537e-01,5.245355e-01,-7.140240e-01,4.122418e-01
0.150000,1.306667,1,1.300447,3.317563e-01,4.857306e-01,-7.140240e-01,4.122418e-01
0.150000,1.403333,1,1.300447,3.201262e-01,4.522717e-01,-7.140240e-01,4.122418e-01
0.150000,1.500000,1,1.300447,3.096392e-01,4.231253e-01,-7.140240e-01,4.122418e-01
0.150000,0.050000,2,1.330965,7.460931e-01,7.342454e+00,-4.130130e-01,2.384531e-01
0.150000,0.146667,2,1.330965,4.356245e-01,2.503109e+00,-4.130130e-01,2.384531e-01
0.150000,0.243333,2,1.330965,3.382028e-01,1.508723e+00,-4.130130e-01,2.384531e-01
0.150000,0.340000,2,1.330965,2.861136e-01,1.079773e+00,-4.130130e-01,2.384531e-01
0.150000,0.436667,2,1.330965,2.524661e-01,8.407390e-01,-4.130130e-01,2.384531e-01
0.150000,0.533333,2,1.330965,2.284434e-01,6.883551e-01,-4.130130e-01,2.384531e-01
0.150000,0.630000,2,1.330965,2.101879e-01,5.827344e-01,-4.130130e-01,2.384531e-01
0.150000,0.726667,2,1.330965,1.957088e-01,5.052147e-01,-4.130130e-01,2.384531e-01
0.150000,0.823333,2,1.330965,1.838612e-01,4.458980e-01,-4.130130e-01,2.384531e-01
0.150000,0.920000,2,1.330965,1.739339e-01,3.990464e-01,-4.130130e-01,2.384531e-01
0.150000,1.016667,2,1.330965,1.654584e-01,3.611043e-01,-4.130130e-01,2.384531e-01
0.150000,1.113333,2,1.330965,1.581122e-01,3.297509e-01,-4.130130e-01,2.384531e-01
0.150000,1.210000,2,1.330965,1.516650e-01,3.034072e-01,-4.130130e-01,2.384531e-01
0.150000,1.306667,2,1.330965,1.459472e-01,2.809612e-01,-4.130130e-01,2.384531e-01
0.150000,1.403333,2,1.330965,1.408308e-01,2.616076e-01,-4.130130e-01,2.384531e-01
0.150000,1.500000,2,1.330965,1.362173e-01,2.447485e-01,-4.130130e-01,2.384531e-01
0.160000,0.050000,0,1.084364,4.391388e-02,1.110999e+00,-6.249369e-02,3.608075e-02
0.160000,0.146667,0,1.084364,2.564018e-02,3.787497e-01,-6.249369e-02,3.608075e-02
0.160000,0.243333,0,1.084364,1.990609e-02,2.282875e-01,-6.249369e-02,3.608075e-02
0.160000,0.340000,0,1.084364,1.684020e-02,1.633822e-01,-6.249369e-02,3.608075e-02
0.160000,0.436667,0,1.084364,1.485976e-02,1.272136e-01,-6.249369e-02,3.608075e-02
0.160000,0.533333,0,1.084364,1.344582e-02,1.041562e-01,-6.249369e-02,3.608075e-02
0.160000,0.630000,0,1.084364,1.237133e-02,8.817452e-02,-6.249369e-02,3.608075e-02
0.160000,0.726667,0,1.084364,1.151912e-02,7.644489e-02,-6.249369e-02,3.608075e-02
0.160000,0.823333,0,1.084364,1.082179e-02,6.746958e-02,-6.249369e-02,3.608075e-02
0.160000,0.920000,0,1.084364,1.023748e-02,6.038038e-02,-6.249369e-02,3.608075e-02
0.160000,1.016667,0,1.084364,9.738622e-03,5.463930e-02,-6.249369e-02,3.608075e-02
0.160000,1.113333,0,1.084364,9.306239e-03,4.989517e-02,-6.249369e-02,3.608075e-02
0.160000,1.210000,0,1.084364,8.926765e-03,4.590905e-02,-6.249369e-02,3.608075e-02
0.160000,1.306667,0,1.084364,8.590222e-03,4.251272e-02,-6.249369e-02,3.608075e-02
0.160000,1.403333,0,1.084364,8.289081e-03,3.958429e-02,-6.249369e-02,3.608075e-02
0.160000,1.500000,0,1.084364,8.017541e-03,3.703330e-02,-6.249369e-02,3.608075e-02
0.160000,0.050000,1,1.302626,1.845977e+00,1.343168e+01,-7.555318e-01,4.362062e-01
0.160000,0.146667,1,1.302626,1.077819e+00,4.578980e+00,-7.555318e-01,4.362062e-01
0.160000,0.243333,1,1.302626,8.367786e-01,2.759933e+00,-7.555318e-01,4.362062e-01
0.160000,0.340000,1,1.302626,7.079000e-01,1.975246e+00,-7.555318e-01,4.362062e-01
0.160000,0.436667,1,1.302626,6.246494e-01,1.537978e+00,-7.555318e-01,4.362062e-01
0.160000,0.533333,1,1.302626,5.652128e-01,1.259220e+00,-7.555318e-01,4.362062e-01
0.160000,0.630000,1,1.302626,5.200452e-01,1.066006e+00,-7.555318e-01,4.362062e-01
0.160000,0.726667,1,1.302626,4.842211e-01,9.241979e-01,-7.555318e-01,4.362062e-01
0.160000,0.823333,1,1.302626,4.549079e-01,8.156888e-01,-7.555318e-01,4.362062e-01
0.160000,0.920000,1,1.302626,4.303457e-01,7.299824e-01,-7.555318e-01,4.362062e-01
0.160000,1.016667,1,1.302626,4.093757e-01,6.605742e-01,-7.555318e-01,4.362062e-01
0.160000,1.113333,1,1.302626,3.911999e-01,6.032190e-01,-7.555318e-01,4.362062e-01
0.160000,1.210000,1,1.302626,3.752483e-01,5.550279e-01,-7.555318e-01,4.362062e-01
0.160000,1.306667,1,1.302626,3.611012e-01,5.139672e-01,-7.555318e-01,4.362062e-01
0.160000,1.403333,1,1.302626,3.484424e-01,4.785633e-01,-7.555318e-01,4.362062e-01
0.160000,1.500000,1,1.302626,3.370278e-01,4.477225e-01,-7.555318e-01,4.362062e-01
0.160000,0.050000,2,1.338211,7.104239e-01,7.106531e+00,-3.997423e-01,2.307912e-01
0.160000,0.146667,2,1.338211,4.147982e-01,2.422681e+00,-3.997423e-01,2.307912e-01
0.160000,0.243333,2,1.338211,3.220340e-01,1.460246e+00,-3.997423e-01,2.307912e-01
0.160000,0.340000,2,1.338211,2.724351e-01,1.045078e+00,-3.997423e-01,2.307912e-01
0.160000,0.436667,2,1.338211,2.403962e-01,8.137249e-01,-3.997423e-01,2.307912e-01
0.160000,0.533333,2,1.338211,2.175220e-01,6.662372e-01,-3.997423e-01,2.307912e-01
0.160000,0.630000,2,1.338211,2.001393e-01,5.640104e-01,-3.997423e-01,2.307912e-01
0.160000,0.726667,2,1.338211,1.863524e-01,4.889815e-01,-3.997423e-01,2.307912e-01
0.160000,0.823333,2,1.338211,1.750712e-01,4.315707e-01,-3.997423e-01,2.307912e-01
0.160000,0.920000,2,1.338211,1.656184e-01,3.862245e-01,-3.997423e-01,2.307912e-01
0.160000,1.016667,2,1.338211,1.575481e-01,3.495015e-01,-3.997423e-01,2.307912e-01
0.160000,1.113333,2,1.338211,1.505532e-01,3.191556e-01,-3.997423e-01,2.307912e-01
0.160000,1.210000,2,1.338211,1.444142e-01,2.936583e-01,-3.997423e-01,2.307912e-01
0.160000,1.306667,2,1.338211,1.389697e-01,2.719336e-01,-3.997423e-01,2.307912e-01
0.160000,1.403333,2,1.338211,1.340980e-01,2.532018e-01,-3.997423e-01,2.307912e-01
0.160000,1.500000,2,1.338211,1.297051e-01,2.368844e-01,-3.997423e-01,2.307912e-01
0.170000,0.050000,0,1.086784,4.477852e-02,1.125535e+00,-6.331133e-02,3.655282e-02
0.170000,0.146667,0,1.086784,2.614502e-02,3.837050e-01,-6.331133e-02,3.655282e-02
0.170000,0.243333,0,1.086784,2.029803e-02,2.312743e-01,-6.331133e-02,3.655282e-02
0.170000,0.340000,0,1.086784,1.717178e-02,1.655198e-01,-6.331133e-02,3.655282e-02
0.170000,0.436667,0,1.086784,1.515234e-02,1.288780e-01,-6.331133e-02,3.655282e-02
0.170000,0.533333,0,1.086784,1.371057e-02,1.055189e-01,-6.331133e-02,3.655282e-02
0.170000,0.630000,0,1.086784,1.261492e-02,8.932816e-02,-6.331133e-02,3.655282e-02
0.170000,0.726667,0,1.086784,1.174592e-02,7.744505e-02,-6.331133e-02,3.655282e-02
0.170000,0.823333,0,1.086784,1.103486e-02,6.835231e-02,-6.331133e-02,3.655282e-02
0.170000,0.920000,0,1.086784,1.043905e-02,6.117037e-02,-6.331133e-02,3.655282e-02
0.170000,1.016667,0,1.086784,9.930370e-03,5.535417e-02,-6.331133e-02,3.655282e-02
0.170000,1.113333,0,1.086784,9.489474e-03,5.054797e-02,-6.331133e-02,3.655282e-02
0.170000,1.210000,0,1.086784,9.102528e-03,4.650970e-02,-6.331133e-02,3.655282e-02
0.170000,1.306667,0,1.086784,8.759359e-03,4.306893e-02,-6.331133e-02,3.655282e-02
0.170000,1.403333,0,1.086784,8.452288e-03,4.010219e-02,-6.331133e-02,3.655282e-02
0.170000,1.500000,0,1.086784,8.175402e-03,3.751783e-02,-6.331133e-02,3.655282e-02
0.170000,0.050000,1,1.305032,1.998874e+00,1.416347e+01,-7.966950e-01,4.599718e-01
0.170000,0.146667,1,1.305032,1.167091e+00,4.828455e+00,-7.966950e-01,4.599718e-01
0.170000,0.243333,1,1.305032,9.060865e-01,2.910302e+00,-7.966950e-01,4.599718e-01
0.170000,0.340000,1,1.305032,7.665333e-01,2.082863e+00,-7.966950e-01,4.599718e-01
0.170000,0.436667,1,1.305032,6.763873e-01,1.621771e+00,-7.966950e-01,4.599718e-01
0.170000,0.533333,1,1.305032,6.120277e-01,1.327825e+00,-7.966950e-01,4.599718e-01
0.170000,0.630000,1,1.305032,5.631190e-01,1.124085e+00,-7.966950e-01,4.599718e-01
0.170000,0.726667,1,1.305032,5.243278e-01,9.745505e-01,-7.966950e-01,4.599718e-01
0.170000,0.823333,1,1.305032,4.925866e-01,8.601296e-01,-7.966950e-01,4.599718e-01
0.170000,0.920000,1,1.305032,4.659900e-01,7.697537e-01,-7.966950e-01,4.599718e-01
0.170000,1.016667,1,1.305032,4.432831e-01,6.965640e-01,-7.966950e-01,4.599718e-01
0.170000,1.113333,1,1.305032,4.236019e-01,6.360839e-01,-7.966950e-01,4.599718e-01
0.170000,1.210000,1,1.305032,4.063290e-01,5.852672e-01,-7.966950e-01,4.599718e-01
0.170000,1.306667,1,1.305032,3.910102e-01,5.419694e-01,-7.966950e-01,4.599718e-01
0.170000,1.403333,1,1.305032,3.773028e-01,5.046366e-01,-7.966950e-01,4.599718e-01
0.170000,1.500000,1,1.305032,3.649428e-01,4.721156e-01,-7.966950e-01,4.599718e-01
0.170000,0.050000,2,1.345282,6.808121e-01,6.907656e+00,-3.885556e-01,2.243327e-01
0.170000,0.146667,2,1.345282,3.975086e-01,2.354883e+00,-3.885556e-01,2.243327e-01
0.170000,0.243333,2,1.345282,3.086110e-01,1.419381e+00,-3.885556e-01,2.243327e-01
0.170000,0.340000,2,1.345282,2.610795e-01,1.015832e+00,-3.885556e-01,2.243327e-01
0.170000,0.436667,2,1.345282,2.303760e-01,7.909529e-01,-3.885556e-01,2.243327e-01
0.170000,0.533333,2,1.345282,2.084553e-01,6.475927e-01,-3.885556e-01,2.243327e-01
0.170000,0.630000,2,1.345282,1.917971e-01,5.482266e-01,-3.885556e-01,2.243327e-01
0.170000,0.726667,2,1.345282,1.785849e-01,4.752974e-01,-3.885556e-01,2.243327e-01
0.170000,0.823333,2,1.345282,1.677739e-01,4.194933e-01,-3.885556e-01,2.243327e-01
0.170000,0.920000,2,1.345282,1.587151e-01,3.754161e-01,-3.885556e-01,2.243327e-01
0.170000,1.016667,2,1.345282,1.509812e-01,3.397208e-01,-3.885556e-01,2.243327e-01
0.170000,1.113333,2,1.345282,1.442778e-01,3.102241e-01,-3.885556e-01,2.243327e-01
0.170000,1.210000,2,1.345282,1.383947e-01,2.854403e-01,-3.885556e-01,2.243327e-01
0.170000,1.306667,2,1.345282,1.331772e-01,2.643236e-01,-3.885556e-01,2.243327e-01
0.170000,1.403333,2,1.345282,1.285085e-01,2.461160e-01,-3.885556e-01,2.243327e-01
0.170000,1.500000,2,1.345282,1.242987e-01,2.302552e-01,-3.885556e-01,2.243327e-01
0.180000,0.050000,0,1.089095,4.566363e-02,1.140318e+00,-6.414289e-02,3.703293e-02
0.180000,0.146667,0,1.089095,2.666181e-02,3.887448e-01,-6.414289e-02,3.703293e-02
0.180000,0.243333,0,1.089095,2.069925e-02,2.343119e-01,-6.414289e-02,3.703293e-02
0.180000,0.340000,0,1.089095,1.751120e-02,1.676938e-01,-6.414289e-02,3.703293e-02
0.180000,0.436667,0,1.089095,1.545185e-02,1.305708e-01,-6.414289e-02,3.703293e-02
0.180000,0.533333,0,1.089095,1.398157e-02,1.069048e-01,-6.414289e-02,3.703293e-02
0.180000,0.630000,0,1.089095,1.286427e-02,9.050144e-02,-6.414289e-02,3.703293e-02
0.180000,0.726667,0,1.089095,1.197810e-02,7.846226e-02,-6.414289e-02,3.703293e-02
0.180000,0.823333,0,1.089095,1.125298e-02,6.925009e-02,-6.414289e-02,3.703293e-02
0.180000,0.920000,0,1.089095,1.064539e-02,6.197381e-02,-6.414289e-02,3.703293e-02
0.180000,1.016667,0,1.089095,1.012666e-02,5.608122e-02,-6.414289e-02,3.703293e-02
0.180000,1.113333,0,1.089095,9.677046e-03,5.121189e-02,-6.414289e-02,3.703293e-02
0.180000,1.210000,0,1.089095,9.282452e-03,4.712058e-02,-6.414289e-02,3.703293e-02
0.180000,1.306667,0,1.089095,8.932499e-03,4.363462e-02,-6.414289e-02,3.703293e-02
0.180000,1.403333,0,1.089095,8.619359e-03,4.062891e-02,-6.414289e-02,3.703293e-02
0.180000,1.500000,0,1.089095,8.336999e-03,3.801060e-02,-6.414289e-02,3.703293e-02
0.180000,0.050000,1,1.307600,2.156680e+00,1.489943e+01,-8.380929e-01,4.838732e-01
0.180000,0.146667,1,1.307600,1.259230e+00,5.079351e+00,-8.380929e-01,4.838732e-01
0.180000,0.243333,1,1.307600,9.776197e-01,3.061527e+00,-8.380929e-01,4.838732e-01
0.180000,0.340000,1,1.307600,8.270491e-01,2.191093e+00,-8.380929e-01,4.838732e-01
0.180000,0.436667,1,1.307600,7.297863e-01,1.706042e+00,-8.380929e-01,4.838732e-01
0.180000,0.533333,1,1.307600,6.603457e-01,1.396822e+00,-8.380929e-01,4.838732e-01
0.180000,0.630000,1,1.307600,6.075758e-01,1.182494e+00,-8.380929e-01,4.838732e-01
0.180000,0.726667,1,1.307600,5.657221e-01,1.025190e+00,-8.380929e-01,4.838732e-01
0.180000,0.823333,1,1.307600,5.314751e-01,9.048237e-01,-8.380929e-01,4.838732e-01
0.180000,0.920000,1,1.307600,5.027787e-01,8.097516e-01,-8.380929e-01,4.838732e-01
0.180000,1.016667,1,1.307600,4.782792e-01,7.327589e-01,-8.380929e-01,4.838732e-01
0.180000,1.113333,1,1.307600,4.570441e-01,6.691361e-01,-8.380929e-01,4.838732e-01
0.180000,1.210000,1,1.307600,4.384076e-01,6.156789e-01,-8.380929e-01,4.838732e-01
0.180000,1.306667,1,1.307600,4.218794e-01,5.701312e-01,-8.380929e-01,4.838732e-01
0.180000,1.403333,1,1.307600,4.070899e-01,5.308586e-01,-8.380929e-01,4.838732e-01
0.180000,1.500000,1,1.307600,3.937541e-01,4.966477e-01,-8.380929e-01,4.838732e-01
0.180000,0.050000,2,1.352238,6.555039e-01,6.735389e+00,-3.788657e-01,2.187382e-01
0.180000,0.146667,2,1.352238,3.827318e-01,2.296155e+00,-3.788657e-01,2.187382e-01
0.180000,0.243333,2,1.352238,2.971389e-01,1.383984e+00,-3.788657e-01,2.187382e-01
0.180000,0.340000,2,1.352238,2.513743e-01,9.904984e-01,-3.788657e-01,2.187382e-01
0.180000,0.436667,2,1.352238,2.218121e-01,7.712278e-01,-3.788657e-01,2.187382e-01
0.180000,0.533333,2,1.352238,2.007063e-01,6.314428e-01,-3.788657e-01,2.187382e-01
0.180000,0.630000,2,1.352238,1.846673e-01,5.345547e-01,-3.788657e-01,2.187382e-01
0.180000,0.726667,2,1.352238,1.719462e-01,4.634442e-01,-3.788657e-01,2.187382e-01
0.180000,0.823333,2,1.352238,1.615372e-01,4.090317e-01,-3.788657e-01,2.187382e-01
0.180000,0.920000,2,1.352238,1.528151e-01,3.660538e-01,-3.788657e-01,2.187382e-01
0.180000,1.016667,2,1.352238,1.453687e-01,3.312487e-01,-3.788657e-01,2.187382e-01
0.180000,1.113333,2,1.352238,1.389145e-01,3.024875e-01,-3.788657e-01,2.187382e-01
0.180000,1.210000,2,1.352238,1.332501e-01,2.783219e-01,-3.788657e-01,2.187382e-01
0.180000,1.306667,2,1.352238,1.282265e-01,2.577317e-01,-3.788657e-01,2.187382e-01
0.180000,1.403333,2,1.352238,1.237314e-01,2.399782e-01,-3.788657e-01,2.187382e-01
0.180000,1.500000,2,1.352238,1.196781e-01,2.245130e-01,-3.788657e-01,2.187382e-01
0.190000,0.050000,0,1.091303,4.656678e-02,1.155305e+00,-6.498590e-02,3.751963e-02
0.190000,0.146667,0,1.091303,2.718914e-02,3.938539e-01,-6.498590e-02,3.751963e-02
0.190000,0.243333,0,1.091303,2.110865e-02,2.373914e-01,-6.498590e-02,3.751963e-02
0.190000,0.340000,0,1.091303,1.785755e-02,1.698978e-01,-6.498590e-02,3.751963e-02
0.190000,0.436667,0,1.091303,1.575746e-02,1.322868e-01,-6.498590e-02,3.751963e-02
0.190000,0.533333,0,1.091303,1.425811e-02,1.083098e-01,-6.498590e-02,3.751963e-02
0.190000,0.630000,0,1.091303,1.311870e-02,9.169086e-02,-6.498590e-02,3.751963e-02
0.190000,0.726667,0,1.091303,1.221500e-02,7.949345e-02,-6.498590e-02,3.751963e-02
0.190000,0.823333,0,1.091303,1.147555e-02,7.016021e-02,-6.498590e-02,3.751963e-02
0.190000,0.920000,0,1.091303,1.085594e-02,6.278830e-02,-6.498590e-02,3.751963e-02
0.190000,1.016667,0,1.091303,1.032695e-02,5.681827e-02,-6.498590e-02,3.751963e-02
0.190000,1.113333,0,1.091303,9.868443e-03,5.188495e-02,-6.498590e-02,3.751963e-02
0.190000,1.210000,0,1.091303,9.466045e-03,4.773987e-02,-6.498590e-02,3.751963e-02
0.190000,1.306667,0,1.091303,9.109170e-03,4.420809e-02,-6.498590e-02,3.751963e-02
0.190000,1.403333,0,1.091303,8.789837e-03,4.116288e-02,-6.498590e-02,3.751963e-02
0.190000,1.500000,0,1.091303,8.501892e-03,3.851016e-02,-6.498590e-02,3.751963e-02
0.190000,0.050000,1,1.310292,2.320717e+00,1.564567e+01,-8.800690e-01,5.081076e-01
0.190000,0.146667,1,1.310292,1.355007e+00,5.333752e+00,-8.800690e-01,5.081076e-01
0.190000,0.243333,1,1.310292,1.051977e+00,3.214864e+00,-8.800690e-01,5.081076e-01
0.190000,0.340000,1,1.310292,8.899545e-01,2.300834e+00,-8.800690e-01,5.081076e-01
0.190000,0.436667,1,1.310292,7.852939e-01,1.791489e+00,-8.800690e-01,5.081076e-01
0.190000,0.533333,1,1.310292,7.105717e-01,1.466782e+00,-8.800690e-01,5.081076e-01
0.190000,0.630000,1,1.310292,6.537880e-01,1.241720e+00,-8.800690e-01,5.081076e-01
0.190000,0.726667,1,1.310292,6.087509e-01,1.076537e+00,-8.800690e-01,5.081076e-01
0.190000,0.823333,1,1.310292,5.718991e-01,9.501420e-01,-8.800690e-01,5.081076e-01
0.190000,0.920000,1,1.310292,5.410200e-01,8.503082e-01,-8.800690e-01,5.081076e-01
0.190000,1.016667,1,1.310292,5.146571e-01,7.694592e-01,-8.800690e-01,5.081076e-01
0.190000,1.113333,1,1.310292,4.918069e-01,7.026499e-01,-8.800690e-01,5.081076e-01
0.190000,1.210000,1,1.310292,4.717529e-01,6.465153e-01,-8.800690e-01,5.081076e-01
0.190000,1.306667,1,1.310292,4.539676e-01,5.986864e-01,-8.800690e-01,5.081076e-01
0.190000,1.403333,1,1.310292,4.380532e-01,5.574467e-01,-8.800690e-01,5.081076e-01
0.190000,1.500000,1,1.310292,4.237031e-01,5.215224e-01,-8.800690e-01,5.081076e-01
0.190000,0.050000,2,1.359113,6.334524e-01,6.583475e+00,-3.703205e-01,2.138046e-01
0.190000,0.146667,2,1.359113,3.698565e-01,2.244367e+00,-3.703205e-01,2.138046e-01
0.190000,0.243333,2,1.359113,2.871430e-01,1.352769e+00,-3.703205e-01,2.138046e-01
0.190000,0.340000,2,1.359113,2.429179e-01,9.681582e-01,-3.703205e-01,2.138046e-01
0.190000,0.436667,2,1.359113,2.143502e-01,7.538331e-01,-3.703205e-01,2.138046e-01
0.190000,0.533333,2,1.359113,1.939544e-01,6.172008e-01,-3.703205e-01,2.138046e-01
0.190000,0.630000,2,1.359113,1.784550e-01,5.224981e-01,-3.703205e-01,2.138046e-01
0.190000,0.726667,2,1.359113,1.661619e-01,4.529914e-01,-3.703205e-01,2.138046e-01
0.190000,0.823333,2,1.359113,1.561030e-01,3.998062e-01,-3.703205e-01,2.138046e-01
0.190000,0.920000,2,1.359113,1.476744e-01,3.577976e-01,-3.703205e-01,2.138046e-01
0.190000,1.016667,2,1.359113,1.404784e-01,3.237775e-01,-3.703205e-01,2.138046e-01
0.190000,1.113333,2,1.359113,1.342414e-01,2.956651e-01,-3.703205e-01,2.138046e-01
0.190000,1.210000,2,1.359113,1.287675e-01,2.720444e-01,-3.703205e-01,2.138046e-01
0.190000,1.306667,2,1.359113,1.239129e-01,2.519187e-01,-3.703205e-01,2.138046e-01
0.190000,1.403333,2,1.359113,1.195690e-01,2.345656e-01,-3.703205e-01,2.138046e-01
0.190000,1.500000,2,1.359113,1.156521e-01,2.194492e-01,-3.703205e-01,2.138046e-01
0.200000,0.050000,0,1.093410,4.748564e-02,1.170453e+00,-6.583798e-02,3.801158e-02
0.200000,0.146667,0,1.093410,2.772564e-02,3.990180e-01,-6.583798e-02,3.801158e-02
0.200000,0.243333,0,1.093410,2.152516e-02,2.405040e-01,-6.583798e-02,3.801158e-02
0.200000,0.340000,0,1.093410,1.820991e-02,1.721254e-01,-6.583798e-02,3.801158e-02
0.200000,0.436667,0,1.093410,1.606839e-02,1.340213e-01,-6.583798e-02,3.801158e-02
0.200000,0.533333,0,1.093410,1.453945e-02,1.097300e-01,-6.583798e-02,3.801158e-02
0.200000,0.630000,0,1.093410,1.337756e-02,9.289309e-02,-6.583798e-02,3.801158e-02
0.200000,0.726667,0,1.093410,1.245603e-02,8.053575e-02,-6.583798e-02,3.801158e-02
0.200000,0.823333,0,1.093410,1.170198e-02,7.108014e-02,-6.583798e-02,3.801158e-02
0.200000,0.920000,0,1.093410,1.107015e-02,6.361157e-02,-6.583798e-02,3.801158e-02
0.200000,1.016667,0,1.093410,1.053072e-02,5.756326e-02,-6.583798e-02,3.801158e-02
0.200000,1.113333,0,1.093410,1.006317e-02,5.256525e-02,-6.583798e-02,3.801158e-02
0.200000,1.210000,0,1.093410,9.652828e-03,4.836582e-02,-6.583798e-02,3.801158e-02
0.200000,1.306667,0,1.093410,9.288912e-03,4.478774e-02,-6.583798e-02,3.801158e-02
0.200000,1.403333,0,1.093410,8.963278e-03,4.170260e-02,-6.583798e-02,3.801158e-02
0.200000,1.500000,0,1.093410,8.669651e-03,3.901510e-02,-6.583798e-02,3.801158e-02
0.200000,0.050000,1,1.313083,2.491956e+00,1.640613e+01,-9.228448e-01,5.328045e-01
0.200000,0.146667,1,1.313083,1.454989e+00,5.592999e+00,-9.228448e-01,5.328045e-01
0.200000,0.243333,1,1.313083,1.129600e+00,3.371123e+00,-9.228448e-01,5.328045e-01
0.200000,0.340000,1,1.313083,9.556215e-01,2.412666e+00,-9.228448e-01,5.328045e-01
0.200000,0.436667,1,1.313083,8.432383e-01,1.878564e+00,-9.228448e-01,5.328045e-01
0.200000,0.533333,1,1.313083,7.630026e-01,1.538075e+00,-9.228448e-01,5.328045e-01
0.200000,0.630000,1,1.313083,7.020291e-01,1.302074e+00,-9.228448e-01,5.328045e-01
0.200000,0.726667,1,1.313083,6.536688e-01,1.128862e+00,-9.228448e-01,5.328045e-01
0.200000,0.823333,1,1.313083,6.140978e-01,9.963237e-01,-9.228448e-01,5.328045e-01
0.200000,0.920000,1,1.313083,5.809402e-01,8.916375e-01,-9.228448e-01,5.328045e-01
0.200000,1.016667,1,1.313083,5.526321e-01,8.068588e-01,-9.228448e-01,5.328045e-01
0.200000,1.113333,1,1.313083,5.280959e-01,7.368022e-01,-9.228448e-01,5.328045e-01
0.200000,1.210000,1,1.313083,5.065621e-01,6.779392e-01,-9.228448e-01,5.328045e-01
0.200000,1.306667,1,1.313083,4.874645e-01,6.277856e-01,-9.228448e-01,5.328045e-01
0.200000,1.403333,1,1.313083,4.703758e-01,5.845414e-01,-9.228448e-01,5.328045e-01
0.200000,1.500000,1,1.313083,4.549668e-01,5.468710e-01,-9.228448e-01,5.328045e-01
0.200000,0.050000,2,1.365927,6.139731e-01,6.447808e+00,-3.626892e-01,2.093986e-01
0.200000,0.146667,2,1.365927,3.584830e-01,2.198116e+00,-3.626892e-01,2.093986e-01
0.200000,0.243333,2,1.365927,2.783130e-01,1.324892e+00,-3.626892e-01,2.093986e-01
0.200000,0.340000,2,1.365927,2.354479e-01,9.482071e-01,-3.626892e-01,2.093986e-01
0.200000,0.436667,2,1.365927,2.077587e-01,7.382986e-01,-3.626892e-01,2.093986e-01
