kappa,hb_lo,hb_hi,cf_lo,cf_hi,n_hits,tip_lo,tip_hi
0.26320802005012534,,,nan,nan,0,,
0.30320802005012537,1.0273776430911832,1.0439425351461482,1.0283931154010661,1.0423558596619562,30,1.0258726666512432,1.049682325730332
0.33320802005012534,1.0198203697440849,1.0645355039116933,1.0194063407240144,1.0649495329317638,25,1.018281314234254,1.0783413283480807
